Time,Sydney_Best_SAT_ID,Sydney_BEST_SNR,Sydney_BEST_RSSI,Sydney_BEST_Thrpt,Sydney_BEST_BER_MQAM,Sydney_BEST_BER_QPSK,Sydney_BEST_Latency,Melbourne_Best_SAT_ID,Melbourne_BEST_SNR,Melbourne_BEST_RSSI,Melbourne_BEST_Thrpt,Melbourne_BEST_BER_MQAM,Melbourne_BEST_BER_QPSK,Melbourne_BEST_Latency
10-Apr-2025 12:00:00,LEO35,-0.15104543086475622,-75.44006525994426,243.78250596999666,0.24761117318343834,0.08228974536419527,2.1116045394357,LEO35,19.538176443108348,-156.53559774527022,1626.5996964682924,8.360884904576033e-06,2.6474003350940825e-41,1.989123938101961
10-Apr-2025 12:00:30,LEO35,6.777200236703695,-156.53559774527022,631.594805389778,0.12343041576693094,0.001014851134811548,2.265606420090706,LEO35,24.354963338713596,-156.53559774527022,2023.9566807412532,5.781158447016678e-14,7.09944426583195e-121,1.8539385477571344
10-Apr-2025 12:01:00,LEO35,6.354576681693107,-156.53559774527022,602.8389747082508,0.1322385719140708,0.001644775463950433,3.3145880081733687,LEO35,-0.042515121230472235,-69.8799568807646,248.23891837410358,0.2461117907377352,0.07966799810679653,1.9746733714706166
10-Apr-2025 12:01:30,LEO35,-0.9039728278166376,-83.59462488275126,214.41311469419813,0.25760268881297815,0.10125534054946807,3.2784898766882233,LEO35,24.50905149950863,-156.53559774527022,2036.7074677408682,2.123294332465302e-14,3.698192925707074e-125,1.8494770145275825
10-Apr-2025 12:02:00,LEO35,9.65904034449018,-156.53559774527022,839.2098606966531,0.0652129397973771,8.5404551062008e-06,2.21484505143744,LEO35,23.288036883402732,-156.53559774527022,1935.7172965165705,2.465457197822795e-11,4.8964554148519755e-95,1.8846467380231058
10-Apr-2025 12:02:30,LEO35,16.181057614328918,-156.53559774527022,1352.3944968094017,0.0014857885004620022,4.079858500101645e-20,2.0714000837005484,LEO35,-0.08694878437844193,-73.00942982048916,246.40760061017008,0.24672747879641332,0.0807375837565836,2.0571221096586525
10-Apr-2025 12:03:00,LEO35,-0.030975696525627604,-68.49895562476166,248.71605553489331,0.2459514826731085,0.07939109864867896,1.932238894293218,LEO35,-0.2289978104047896,-77.28656302459649,240.61640557397078,0.24867882712395792,0.08419184234832196,2.1584867258048988
10-Apr-2025 12:03:30,LEO35,-0.013756485753437409,-64.965202852753,249.42922663961718,0.24571195228802006,0.07897858164111042,1.831603909256115,LEO35,-0.9086907052585962,-83.61967290300002,214.23757703615638,0.2576630632003426,0.10137795659068796,3.2829262482040895
10-Apr-2025 12:04:00,LEO35,-0.03391207849335028,-68.89375892306761,248.59458035103006,0.245992291692248,0.07946152560552751,1.9431887842774107,LEO35,-0.2903762422154677,-78.34885556120071,238.14389782252655,0.24951403584086448,0.08570036751858914,2.1812542816176475
10-Apr-2025 12:04:30,LEO35,-0.5901428544550607,-81.5812313994962,226.32668187328665,0.2535246079122608,0.09319742189080099,2.2385608405656496,LEO35,20.176171543691517,-156.53559774527022,1679.0416128111756,1.884133472153222e-06,1.629829155733735e-47,1.9718094677628373
10-Apr-2025 12:05:00,LEO35,-0.9043596029433276,-83.59668275692512,214.39872002454933,0.2576076393842081,0.1012653911417452,3.3154122270286734,LEO35,-0.013125699323755314,-64.7610367842128,249.45537894673336,0.24570317041684306,0.07896348540801655,1.8296856596518516
10-Apr-2025 12:05:30,LEO35,-0.9039952758111647,-83.59474434110788,214.41227922437872,0.2576029761436268,0.10125592386693531,3.3032840731380224,LEO35,-0.03358779048621624,-68.8518668360941,248.60799379666213,0.24598778537094043,0.07945374664479393,1.9463917969913733
10-Apr-2025 12:06:00,LEO35,-0.9042418165730477,-83.5960561470884,214.40310362317243,0.257606131784021,0.10126233036006148,3.3122183265257923,LEO35,24.463993293117035,-156.53559774527022,2032.9787359177794,2.856193432717664e-14,6.858326371683697e-124,1.850782622295639
10-Apr-2025 12:06:30,LEO35,13.73480311917902,-156.53559774527022,1155.59939922879,0.011140044032040941,3.1055386940415008e-12,2.12952689945763,LEO35,23.48017655252873,-156.53559774527022,1951.6012747794375,9.200964045867694e-12,3.10294407569905e-99,1.8791424638111536
10-Apr-2025 12:07:00,LEO35,20.0755647736856,-156.53559774527022,1670.7667876224918,2.4171846921739847e-06,1.7897825587262027e-46,1.9701015551992613,LEO35,-0.20775030803050568,-76.85295371656059,241.47651199390057,0.24838858427216268,0.08367184322869853,2.1488998550865808
10-Apr-2025 12:07:30,LEO35,-0.043911472350842556,-70.02100198828325,248.18122461472745,0.2461311775558205,0.07970152938802075,1.9740497901864704,LEO35,6.741260179648965,-156.53559774527022,629.1298985545757,0.12418080662107074,0.0010592044116086332,2.271736219181703
10-Apr-2025 12:08:00,LEO35,23.622861233930408,-156.53559774527022,1963.3989021347584,4.3025544021980735e-12,1.7868770127638124e-102,1.8709044584490089,LEO35,-0.7497517195307808,-82.70268992731576,220.20923307661434,0.2556139648185348,0.09727067357998109,2.263376309200115
10-Apr-2025 12:08:30,LEO35,19.920401426260312,-156.53559774527022,1658.008400336857,3.511848996462276e-06,6.478556170809334e-45,1.974311033713034,LEO35,16.65352561273572,-156.53559774527022,1390.756374563777,0.0008806371483105001,3.280090235285661e-22,2.0643941073101235
10-Apr-2025 12:09:00,LEO35,-0.9046698251196925,-83.59833275173413,214.38717494916278,0.257611609974001,0.10127345265982637,3.3223877286142756,LEO35,-0.04519766593227572,-70.1470262704833,248.12809053824006,0.24614903274473474,0.07973242007477617,1.9819347429751581
